"[frozenset({'FaixaKm=1', 'Ave=0'}), frozenset({'TipoChuva=1'}), 0.9764397905759161, 1.0206778063964153]",,
"[frozenset({'FaixaKm=1', 'Ave=0'}), frozenset({'TipoPavimento=4'}), 0.9895287958115182, 1.1878251117285374]",,
"[frozenset({'FaixaKm=1', 'Ave=0'}), frozenset({'floresta=0'}), 0.9659685863874345, 1.708059146807168]",,
"[frozenset({'Ave=0', 'FaixaKm=10'}), frozenset({'Intervencao=0'}), 0.9528301886792452, 1.1606384111510704]",,
"[frozenset({'Ave=0', 'FaixaKm=10'}), frozenset({'TipoChuva=1'}), 0.9575471698113206, 1.0009292474937581]",,
"[frozenset({'Ave=0', 'FaixaKm=10'}), frozenset({'TipoPavimento=4'}), 0.9905660377358488, 1.189070211426366]",,
"[frozenset({'FaixaKm=2', 'Ave=0'}), frozenset({'Intervencao=0'}), 0.9273743016759777, 1.1296307031702106]",,
"[frozenset({'FaixaKm=2', 'Ave=0'}), frozenset({'TipoChuva=1'}), 0.9692737430167598, 1.0131870980354851]",,
"[frozenset({'FaixaKm=2', 'Ave=0'}), frozenset({'TipoPavimento=4'}), 0.9860335195530726, 1.1836294006691082]",,
"[frozenset({'FaixaKm=2', 'Ave=0'}), frozenset({'floresta=0'}), 0.8212290502793296, 1.4521256806075564]",,
"[frozenset({'FaixaKm=3', 'Ave=0'}), frozenset({'Intervencao=0'}), 0.9310344827586206, 1.13408915422136]",,
"[frozenset({'FaixaKm=3', 'Ave=0'}), frozenset({'TipoChuva=1'}), 0.9623824451410657, 1.0059835870081035]",,
"[frozenset({'FaixaKm=3', 'Ave=0'}), frozenset({'TipoPavimento=4'}), 0.9749216300940439, 1.1702907475707298]",,
"[frozenset({'Ave=0', 'FaixaKm=4'}), frozenset({'Intervencao=0'}), 0.8924302788844622, 1.087065537232102]",,
"[frozenset({'Ave=0', 'FaixaKm=4'}), frozenset({'TipoChuva=1'}), 0.9243027888446216, 0.9661787158505488]",,
"[frozenset({'Ave=0', 'FaixaKm=4'}), frozenset({'TipoPavimento=4'}), 0.9501992031872512, 1.1406140775970393]",,
"[frozenset({'Ave=0', 'FaixaKm=4'}), frozenset({'capimAlto=0'}), 0.8665338645418327, 1.0669816134798311]",,
"[frozenset({'FaixaKm=5', 'Ave=0'}), frozenset({'TipoChuva=1'}), 0.9250191277735271, 0.9669275088162271]",,
"[frozenset({'TipoPavimento=2', 'Ave=0'}), frozenset({'FaixaKm=5'}), 0.8802946593001841, 3.1872573405722577]",,
"[frozenset({'FaixaKm=5', 'Ave=0'}), frozenset({'agua=0'}), 0.8370313695485846, 1.180062556605474]",,
"[frozenset({'FaixaKm=5', 'Ave=0'}), frozenset({'capimAlto=0'}), 0.8852333588370315, 1.090006699296757]",,
"[frozenset({'FaixaKm=9', 'Ave=0'}), frozenset({'Intervencao=0'}), 0.9698996655518395, 1.181430668524915]",,
"[frozenset({'FaixaKm=9', 'Ave=0'}), frozenset({'TipoChuva=1'}), 0.9464882943143814, 0.9893693449863342]",,
"[frozenset({'FaixaKm=9', 'Ave=0'}), frozenset({'TipoPavimento=4'}), 0.9832775919732442, 1.180321199837276]",,
"[frozenset({'FaixaKm=9', 'Ave=0'}), frozenset({'agua=0'}), 0.8561872909698997, 1.2070689346564685]",,
"[frozenset({'FaixaKm=9', 'Ave=0'}), frozenset({'capimAlto=0'}), 0.8829431438127091, 1.0871867087322113]",,
"[frozenset({'Intervencao=0', 'Ave=0'}), frozenset({'TipoChuva=1'}), 0.9478951000690131, 0.9908398866679842]",,
"[frozenset({'Intervencao=0', 'Ave=0'}), frozenset({'TipoPavimento=4'}), 0.8457556935817805, 1.0152406433002679]","[frozenset({'TipoPavimento=4', 'Ave=0'}), frozenset({'Intervencao=0'}), 0.8328236493374107, 1.0144589546179892]",
"[frozenset({'Ave=0', 'Vazamento=0'}), frozenset({'Intervencao=0'}), 0.8235294117647057, 1.0031376832546233]",,
"[frozenset({'agua=1', 'Ave=0'}), frozenset({'Intervencao=0'}), 0.8088386433710174, 0.9852429205890183]",,
"[frozenset({'arbustos=0', 'Ave=0'}), frozenset({'Intervencao=0'}), 0.8090682196339435, 0.9855225664610806]",,
"[frozenset({'Intervencao=0', 'Ave=0'}), frozenset({'capimAlto=0'}), 0.8178053830227744, 1.0069811957683812]",,
"[frozenset({'floresta=0', 'Ave=0'}), frozenset({'Intervencao=0'}), 0.844062153163152, 1.0281485284570635]",,
"[frozenset({'Ave=0', 'Intervencao=1'}), frozenset({'TipoChuva=1'}), 0.9375764993880048, 0.9800537974387032]",,
"[frozenset({'Ave=0', 'Intervencao=1'}), frozenset({'capimAlto=0'}), 0.8102815177478581, 0.9977169001197862]",,
"[frozenset({'Ave=0', 'TipoLocal=5'}), frozenset({'TipoChuva=1'}), 0.9472182596291012, 0.9901323816869733]",,
"[frozenset({'TipoLocal=6', 'Ave=0'}), frozenset({'TipoChuva=1'}), 0.9419613075383589, 0.9846372611684361]",,
"[frozenset({'TipoPavimento=2', 'Ave=0'}), frozenset({'TipoChuva=1'}), 0.9337016574585635, 0.9760034041642318]",,
"[frozenset({'TipoPavimento=4', 'Ave=0'}), frozenset({'TipoChuva=1'}), 0.9490316004077471, 0.9920278766330629]",,
"[frozenset({'Ave=0', 'Vazamento=0'}), frozenset({'TipoChuva=1'}), 0.9494553376906317, 0.9924708115119538]",,
"[frozenset({'Ave=0', 'Vazamento=1'}), frozenset({'TipoChuva=1'}), 0.9394366197183098, 0.9819981913037354]",,
"[frozenset({'Ave=0', 'agua=0'}), frozenset({'TipoChuva=1'}), 0.9514952589350838, 0.9946031522472497]",,
"[frozenset({'agua=1', 'Ave=0'}), frozenset({'TipoChuva=1'}), 0.9290853031860226, 0.9711779040177592]",,
"[frozenset({'arbustos=0', 'Ave=0'}), frozenset({'TipoChuva=1'}), 0.9475873544093179, 0.9905181984616068]",,
"[frozenset({'arbustos=1', 'Ave=0'}), frozenset({'TipoChuva=1'}), 0.9420289855072463, 0.9847080053161983]",,
"[frozenset({'Ave=0', 'TipoChuva=1'}), frozenset({'capimAlto=0'}), 0.8149729575861088, 1.0034935699684677]","[frozenset({'capimAlto=0', 'Ave=0'}), frozenset({'TipoChuva=1'}), 0.9442612137203167, 0.9870413655682923]",
"[frozenset({'Ave=0', 'capimAlto=1'}), frozenset({'TipoChuva=1'}), 0.9516837481698389, 0.9948001810661447]",,
"[frozenset({'floresta=0', 'Ave=0'}), frozenset({'TipoChuva=1'}), 0.9556048834628191, 0.998898965044481]",,
"[frozenset({'Ave=0', 'floresta=1'}), frozenset({'TipoChuva=1'}), 0.936225823314166, 0.9786419284166669]",,
"[frozenset({'Ave=0', 'vegetacaoBaixa=0'}), frozenset({'TipoChuva=1'}), 0.941472336534065, 0.9841261371269222]",,
"[frozenset({'Ave=0', 'vegetacaoBaixa=1'}), frozenset({'TipoChuva=1'}), 0.9515706806282723, 0.9946819909520028]",,
"[frozenset({'Ave=0', 'TipoLocal=5'}), frozenset({'TipoPavimento=4'}), 0.8673323823109842, 1.0411411858706128]",,
"[frozenset({'TipoLocal=6', 'Ave=0'}), frozenset({'capimAlto=0'}), 0.8512341561040695, 1.0481427564395158]",,
"[frozenset({'Ave=0', 'TipoPavimento=1'}), frozenset({'capimAlto=0'}), 0.9805825242718447, 1.2074121586129762]",,
"[frozenset({'TipoPavimento=2', 'Ave=0'}), frozenset({'agua=0'}), 0.8342541436464087, 1.176147171331252]",,
"[frozenset({'TipoPavimento=2', 'Ave=0'}), frozenset({'capimAlto=0'}), 0.9502762430939227, 1.1700953887636063]",,
"[frozenset({'TipoPavimento=2', 'Ave=0'}), frozenset({'floresta=1'}), 0.882136279926335, 2.0304003608486783]",,
"[frozenset({'Ave=0', 'Vazamento=0'}), frozenset({'TipoPavimento=4'}), 0.8762527233115468, 1.0518491158373806]",,
"[frozenset({'agua=1', 'Ave=0'}), frozenset({'TipoPavimento=4'}), 0.8776978417266187, 1.05358382830872]",,
"[frozenset({'arbustos=0', 'Ave=0'}), frozenset({'TipoPavimento=4'}), 0.8182196339434277, 0.9821865035370424]",,
"[frozenset({'Ave=0', 'capimAlto=1'}), frozenset({'TipoPavimento=4'}), 0.9516837481698389, 1.1423961175106552]",,
"[frozenset({'floresta=0', 'Ave=0'}), frozenset({'TipoPavimento=4'}), 0.9378468368479467, 1.1257863626389686]",,
"[frozenset({'Ave=0', 'vegetacaoBaixa=1'}), frozenset({'TipoPavimento=4'}), 0.8619109947643979, 1.034633381049262]",,
"[frozenset({'Ave=0', 'Vazamento=1'}), frozenset({'capimAlto=0'}), 0.8598591549295774, 1.058762901294406]",,
"[frozenset({'Ave=0', 'agua=0'}), frozenset({'capimAlto=0'}), 0.8336980306345733, 1.0265501514493798]",,
"[frozenset({'Ave=0', 'floresta=1'}), frozenset({'agua=0'}), 0.8003136434918975, 1.1282972163093734]",,
"[frozenset({'arbustos=1', 'Ave=0'}), frozenset({'capimAlto=0'}), 0.8665141113653699, 1.066957290972707]",,
"[frozenset({'Ave=0', 'floresta=1'}), frozenset({'capimAlto=0'}), 0.9127025614218504, 1.123830113815532]",,
"[frozenset({'Ave=0', 'vegetacaoBaixa=1'}), frozenset({'capimAlto=0'}), 0.8560209424083769, 1.0540368284237118]",,
"[frozenset({'FaixaKm=1', 'Ave=1'}), frozenset({'Intervencao=0'}), 0.989090909090909, 1.2048074408751634]",,
"[frozenset({'FaixaKm=1', 'Ave=1'}), frozenset({'TipoChuva=1'}), 0.9745454545454546, 1.0186976466745252]",,
"[frozenset({'FaixaKm=1', 'Ave=1'}), frozenset({'TipoLocal=5'}), 0.8054545454545454, 1.28377712330547]",,
"[frozenset({'FaixaKm=1', 'Ave=1'}), frozenset({'TipoPavimento=4'}), 0.9836363636363636, 1.1807518674364745]",,
"[frozenset({'FaixaKm=1', 'Ave=1'}), frozenset({'floresta=0'}), 0.9709090909090908, 1.7167951182010375]",,
"[frozenset({'FaixaKm=2', 'Ave=1'}), frozenset({'Intervencao=0'}), 0.9738219895287958, 1.1862084347236799]",,
"[frozenset({'FaixaKm=2', 'Ave=1'}), frozenset({'TipoChuva=1'}), 0.9869109947643979, 1.031623412899326]",,
"[frozenset({'FaixaKm=2', 'Ave=1'}), frozenset({'TipoPavimento=4'}), 0.9869109947643979, 1.1846827172530654]",,
"[frozenset({'FaixaKm=2', 'Ave=1'}), frozenset({'floresta=0'}), 0.8534031413612565, 1.5090170240085008]",,
"[frozenset({'FaixaKm=3', 'Ave=1'}), frozenset({'Intervencao=0'}), 0.9706666666666667, 1.1823649493294497]",,
"[frozenset({'FaixaKm=3', 'Ave=1'}), frozenset({'TipoChuva=1'}), 0.9786666666666667, 1.0230055720460345]",,
"[frozenset({'FaixaKm=3', 'Ave=1'}), frozenset({'TipoLocal=5'}), 0.8026666666666666, 1.2793336509448943]",,
"[frozenset({'FaixaKm=3', 'Ave=1'}), frozenset({'TipoPavimento=4'}), 0.9893333333333333, 1.1875904796077024]",,
"[frozenset({'FaixaKm=4', 'Ave=1'}), frozenset({'Intervencao=0'}), 0.8821917808219178, 1.0745940661713913]",,
"[frozenset({'FaixaKm=4', 'Ave=1'}), frozenset({'TipoChuva=1'}), 0.9698630136986303, 1.013803065873697]",,
"[frozenset({'FaixaKm=4', 'Ave=1'}), frozenset({'TipoPavimento=4'}), 0.9342465753424658, 1.1214646278465086]",,
"[frozenset({'FaixaKm=4', 'Ave=1'}), frozenset({'capimAlto=0'}), 0.863013698630137, 1.0626471581770789]",,
"[frozenset({'FaixaKm=5', 'Ave=1'}), frozenset({'TipoChuva=1'}), 0.9463955637707948, 0.9892724132464283]",,
"[frozenset({'FaixaKm=5', 'Ave=1'}), frozenset({'agua=0'}), 0.8114602587800369, 1.1440119240407138]",,
"[frozenset({'FaixaKm=5', 'Ave=1'}), frozenset({'capimAlto=0'}), 0.878003696857671, 1.0811046624355312]",,
"[frozenset({'FaixaKm=9', 'Ave=1'}), frozenset({'Intervencao=0'}), 0.9962121212121213, 1.2134817591535234]",,
"[frozenset({'FaixaKm=9', 'Ave=1'}), frozenset({'TipoChuva=1'}), 0.9734848484848485, 1.0175889894097987]",,
"[frozenset({'FaixaKm=9', 'Ave=1'}), frozenset({'TipoPavimento=4'}), 0.9886363636363636, 1.1867538408846268]",,
"[frozenset({'FaixaKm=9', 'Ave=1'}), frozenset({'capimAlto=0'}), 0.8636363636363636, 1.0634138588684043]",,
"[frozenset({'FaixaKm=9', 'Ave=1'}), frozenset({'floresta=0'}), 0.8484848484848485, 1.500320328015888]",,
"[frozenset({'Intervencao=0', 'Ave=1'}), frozenset({'TipoChuva=1'}), 0.9710982658959538, 1.015094281691896]","[frozenset({'TipoChuva=1', 'Ave=1'}), frozenset({'Intervencao=0'}), 0.8725761772853186, 1.0628813402905637]",
"[frozenset({'TipoLocal=5', 'Ave=1'}), frozenset({'Intervencao=0'}), 0.8811455847255371, 1.073319699144105]",,
"[frozenset({'TipoLocal=6', 'Ave=1'}), frozenset({'Intervencao=0'}), 0.8500635324015248, 1.0354587830509017]",,
"[frozenset({'Intervencao=0', 'Ave=1'}), frozenset({'TipoPavimento=4'}), 0.9202312138728324, 1.1046406623651097]","[frozenset({'TipoPavimento=4', 'Ave=1'}), frozenset({'Intervencao=0'}), 0.9076396807297605, 1.1055920451051935]",
"[frozenset({'Vazamento=0', 'Ave=1'}), frozenset({'Intervencao=0'}), 0.8943418013856813, 1.089393954682613]",,
"[frozenset({'Vazamento=1', 'Ave=1'}), frozenset({'Intervencao=0'}), 0.8408360128617364, 1.0242187806404293]",,
"[frozenset({'agua=0', 'Ave=1'}), frozenset({'Intervencao=0'}), 0.8542914171656687, 1.0406087515484232]",,
"[frozenset({'agua=1', 'Ave=1'}), frozenset({'Intervencao=0'}), 0.9084362139917697, 1.106562298892942]",,
"[frozenset({'arbustos=0', 'Ave=1'}), frozenset({'Intervencao=0'}), 0.9000504795557799, 1.0963476713467546]",,
"[frozenset({'arbustos=1', 'Ave=1'}), frozenset({'Intervencao=0'}), 0.8160804020100502, 0.9940640760694057]",,
"[frozenset({'Intervencao=0', 'Ave=1'}), frozenset({'capimAlto=0'}), 0.8053949903660887, 0.9917000148214022]","[frozenset({'capimAlto=0', 'Ave=1'}), frozenset({'Intervencao=0'}), 0.8701082431307245, 1.0598751601652427]",
"[frozenset({'capimAlto=1', 'Ave=1'}), frozenset({'Intervencao=0'}), 0.8797909407665505, 1.071669613083741]",,
"[frozenset({'floresta=0', 'Ave=1'}), frozenset({'Intervencao=0'}), 0.9263370332996973, 1.1283672109609093]",,
"[frozenset({'vegetacaoBaixa=0', 'Ave=1'}), frozenset({'Intervencao=0'}), 0.8742816091954023, 1.0649587196662]",,
"[frozenset({'vegetacaoBaixa=1', 'Ave=1'}), frozenset({'Intervencao=0'}), 0.869949494949495, 1.0596817896790591]",,
"[frozenset({'Intervencao=1', 'Ave=1'}), frozenset({'TipoChuva=1'}), 0.9658792650918635, 1.0096388318590312]",,
"[frozenset({'Intervencao=1', 'Ave=1'}), frozenset({'capimAlto=0'}), 0.8188976377952756, 1.0083261123460046]",,
"[frozenset({'TipoLocal=5', 'Ave=1'}), frozenset({'TipoChuva=1'}), 0.9747016706443915, 1.0188609402095958]",,
"[frozenset({'TipoLocal=6', 'Ave=1'}), frozenset({'TipoChuva=1'}), 0.9618805590851335, 1.0054589627930992]",,
"[frozenset({'TipoPavimento=2', 'Ave=1'}), frozenset({'TipoChuva=1'}), 0.9632653061224489, 1.0069064463779573]",,
