"[frozenset({'FaixaKm=1', 'Anfibio=0'}), frozenset({'TipoChuva=1'}), 0.9745293466223698, 1.0186808089752033]","[frozenset({'FaixaKm=1', 'TipoChuva=1'}), frozenset({'Anfibio=0'}), 0.968096809680968, 1.0159246790425591]",,
"[frozenset({'FaixaKm=1', 'TipoLocal=5'}), frozenset({'Anfibio=0'}), 0.9620081411126187, 1.0095352058005853]",,,
"[frozenset({'FaixaKm=1', 'Anfibio=0'}), frozenset({'TipoPavimento=4'}), 0.9867109634551494, 1.1844426007316837]","[frozenset({'TipoPavimento=4', 'FaixaKm=1'}), frozenset({'Anfibio=0'}), 0.969532100108814, 1.0174308785803128]",,
"[frozenset({'Vazamento=0', 'FaixaKm=1'}), frozenset({'Anfibio=0'}), 0.9637023593466425, 1.0113131252177516]",,,
"[frozenset({'Vazamento=1', 'FaixaKm=1'}), frozenset({'Anfibio=0'}), 0.9763779527559056, 1.0246149438346557]",,,
"[frozenset({'agua=0', 'FaixaKm=1'}), frozenset({'Anfibio=0'}), 0.9693356047700171, 1.0172246755828394]",,,
"[frozenset({'FaixaKm=1', 'agua=1'}), frozenset({'Anfibio=0'}), 0.9681159420289855, 1.015944756605386]",,,
"[frozenset({'arbustos=0', 'FaixaKm=1'}), frozenset({'Anfibio=0'}), 0.9701704545454545, 1.0181007702891525]",,,
"[frozenset({'arbustos=1', 'FaixaKm=1'}), frozenset({'Anfibio=0'}), 0.9649122807017544, 1.0125828215457087]",,,
"[frozenset({'capimAlto=0', 'FaixaKm=1'}), frozenset({'Anfibio=0'}), 0.9634831460674157, 1.0110830819223775]",,,
"[frozenset({'FaixaKm=1', 'capimAlto=1'}), frozenset({'Anfibio=0'}), 0.9863636363636366, 1.035093960305692]",,,
"[frozenset({'FaixaKm=1', 'Anfibio=0'}), frozenset({'floresta=0'}), 0.9678848283499447, 1.7114475122858033]","[frozenset({'FaixaKm=1', 'floresta=0'}), frozenset({'Anfibio=0'}), 0.9678848283499447, 1.0157022249826662]",,
"[frozenset({'vegetacaoBaixa=0', 'FaixaKm=1'}), frozenset({'Anfibio=0'}), 0.9713261648745519, 1.0193135773487494]",,,
"[frozenset({'FaixaKm=1', 'vegetacaoBaixa=1'}), frozenset({'Anfibio=0'}), 0.9678407350689128, 1.0156559533165144]",,,
"[frozenset({'FaixaKm=10', 'Anfibio=0'}), frozenset({'Intervencao=0'}), 0.9596273291925466, 1.1689179791784687]","[frozenset({'FaixaKm=10', 'Intervencao=0'}), frozenset({'Anfibio=0'}), 0.9686520376175547, 1.0165073374684848]",,
"[frozenset({'FaixaKm=10', 'Anfibio=0'}), frozenset({'TipoChuva=1'}), 0.9658385093167703, 1.009596229626388]","[frozenset({'FaixaKm=10', 'TipoChuva=1'}), frozenset({'Anfibio=0'}), 0.971875, 1.0198895271329989]",,
"[frozenset({'FaixaKm=10', 'TipoLocal=5'}), frozenset({'Anfibio=0'}), 0.969811320754717, 1.01772389384721]",,,
"[frozenset({'FaixaKm=10', 'Anfibio=0'}), frozenset({'TipoPavimento=4'}), 0.9937888198757764, 1.1929388219929709]","[frozenset({'FaixaKm=10', 'TipoPavimento=4'}), frozenset({'Anfibio=0'}), 0.9696969696969697, 1.0176038933880842]",,
"[frozenset({'Vazamento=0', 'FaixaKm=10'}), frozenset({'Anfibio=0'}), 0.9671361502347419, 1.0149165591625875]",,,
"[frozenset({'FaixaKm=10', 'Anfibio=0'}), frozenset({'agua=0'}), 0.8012422360248448, 1.12960636351501]","[frozenset({'agua=0', 'FaixaKm=10'}), frozenset({'Anfibio=0'}), 0.9699248120300753, 1.017842992047245]",,
"[frozenset({'arbustos=0', 'FaixaKm=10'}), frozenset({'Anfibio=0'}), 0.96875, 1.0166101395859473]",,,
"[frozenset({'capimAlto=0', 'FaixaKm=10'}), frozenset({'Anfibio=0'}), 0.972762645914397, 1.0208210263195154]",,,
"[frozenset({'FaixaKm=2', 'Anfibio=0'}), frozenset({'Intervencao=0'}), 0.9478260869565217, 1.1545429360688306]","[frozenset({'Intervencao=0', 'FaixaKm=2'}), frozenset({'Anfibio=0'}), 0.9289772727272726, 0.9748724798962015]",,
"[frozenset({'FaixaKm=2', 'Anfibio=0'}), frozenset({'TipoChuva=1'}), 0.9797101449275363, 1.0240963255288462]","[frozenset({'TipoChuva=1', 'FaixaKm=2'}), frozenset({'Anfibio=0'}), 0.9337016574585635, 0.9798302682018896]",,
"[frozenset({'TipoLocal=5', 'FaixaKm=2'}), frozenset({'Anfibio=0'}), 0.9136029411764707, 0.9587385946379807]",,,
"[frozenset({'FaixaKm=2', 'Anfibio=0'}), frozenset({'TipoPavimento=4'}), 0.9855072463768116, 1.1829976651430296]","[frozenset({'TipoPavimento=4', 'FaixaKm=2'}), frozenset({'Anfibio=0'}), 0.9315068493150686, 0.9775270277238274]",,
"[frozenset({'Vazamento=0', 'FaixaKm=2'}), frozenset({'Anfibio=0'}), 0.9417670682730923, 0.9882941426937359]",,,
"[frozenset({'Vazamento=1', 'FaixaKm=2'}), frozenset({'Anfibio=0'}), 0.9132231404958677, 0.9583400302788349]",,,
"[frozenset({'agua=0', 'FaixaKm=2'}), frozenset({'Anfibio=0'}), 0.9432835820895523, 0.9898855783816177]",,,
"[frozenset({'agua=1', 'FaixaKm=2'}), frozenset({'Anfibio=0'}), 0.9234567901234567, 0.9690792632867078]",,,
"[frozenset({'arbustos=0', 'FaixaKm=2'}), frozenset({'Anfibio=0'}), 0.9292543021032503, 0.9751631956356411]",,,
"[frozenset({'arbustos=1', 'FaixaKm=2'}), frozenset({'Anfibio=0'}), 0.9400921658986174, 0.9865364934171345]",,,
"[frozenset({'capimAlto=0', 'FaixaKm=2'}), frozenset({'Anfibio=0'}), 0.935114503816794, 0.9813129148428745]",,,
"[frozenset({'FaixaKm=2', 'Anfibio=0'}), frozenset({'floresta=0'}), 0.8391304347826087, 1.483779529368508]","[frozenset({'FaixaKm=2', 'floresta=0'}), frozenset({'Anfibio=0'}), 0.9338709677419356, 0.9800079430930506]",,
"[frozenset({'vegetacaoBaixa=0', 'FaixaKm=2'}), frozenset({'Anfibio=0'}), 0.9349845201238389, 0.9811765094335957]",,,
"[frozenset({'vegetacaoBaixa=1', 'FaixaKm=2'}), frozenset({'Anfibio=0'}), 0.9304556354916067, 0.9764238797168037]",,,
